,account_id,district_id,account_frequency,account_date,account_year
1461,1352,1,1,1994-09-23,1994
1462,851,15,1,1994-09-23,1994
1463,716,47,1,1994-09-25,1994
1464,3555,32,1,1994-09-26,1994
1465,6,51,1,1994-09-27,1994
1466,1828,1,1,1994-09-28,1994
1467,1333,21,1,1994-09-29,1994
1468,11359,61,1,1994-10-01,1994
1469,3457,54,1,1994-10-01,1994
1470,2627,76,1,1994-10-02,1994
1471,2025,19,1,1994-10-02,1994
1472,3975,20,1,1994-10-02,1994
1473,2905,74,1,1994-10-03,1994
1474,3827,1,1,1994-10-04,1994
1475,939,55,1,1994-10-04,1994
1476,1421,71,1,1994-10-05,1994
1477,1934,46,1,1994-10-05,1994
1478,3878,23,1,1994-10-07,1994
1479,2363,47,1,1994-10-07,1994
1480,1559,14,1,1994-10-08,1994
1481,2195,73,1,1994-10-08,1994
1482,1205,73,1,1994-10-08,1994
1483,2059,37,1,1994-10-08,1994
1484,2333,45,1,1994-10-08,1994
1485,3074,74,2,1994-10-08,1994
1486,2840,15,1,1994-10-09,1994
1487,2430,3,1,1994-10-09,1994
1488,2463,56,1,1994-10-11,1994
1489,3860,4,1,1994-10-11,1994
1490,2788,54,1,1994-10-12,1994
1491,8127,37,1,1994-10-13,1994
1492,596,31,1,1994-10-13,1994
1493,3622,53,1,1994-10-15,1994
1494,1312,23,1,1994-10-15,1994
1495,2742,23,1,1994-10-15,1994
1496,654,63,1,1994-10-16,1994
1497,4283,39,1,1994-10-16,1994
1498,2924,56,1,1994-10-16,1994
1499,3756,39,2,1994-10-17,1994
1500,2790,1,1,1994-10-18,1994
1501,67,16,1,1994-10-19,1994
1502,2949,1,1,1994-10-21,1994
1503,3849,75,1,1994-10-21,1994
1504,5422,66,1,1994-10-22,1994
1505,988,10,1,1994-10-22,1994
1506,3058,44,1,1994-10-23,1994
1507,1958,40,1,1994-10-24,1994
1508,1441,50,1,1994-10-25,1994
1509,1109,66,1,1994-10-27,1994
1510,2536,41,1,1994-10-28,1994
1511,1295,15,1,1994-10-28,1994
1512,3419,1,1,1994-10-29,1994
1513,1993,68,1,1994-10-30,1994
1514,1076,1,1,1994-10-30,1994
1515,960,4,0,1994-11-02,1994
1516,201,63,1,1994-11-02,1994
1517,1168,29,1,1994-11-03,1994
1518,2365,42,1,1994-11-04,1994
1519,973,54,1,1994-11-05,1994
1520,3663,67,1,1994-11-06,1994
1521,3576,58,1,1994-11-07,1994
1522,4082,49,1,1994-11-08,1994
1523,2541,57,1,1994-11-08,1994
1524,4476,24,1,1994-11-10,1994
1525,2572,64,0,1994-11-13,1994
1526,2377,77,1,1994-11-13,1994
1527,1554,47,1,1994-11-15,1994
1528,5632,5,2,1994-11-15,1994
1529,940,37,1,1994-11-15,1994
1530,1583,69,0,1994-11-17,1994
1531,2218,19,1,1994-11-21,1994
1532,1708,22,1,1994-11-21,1994
1533,449,19,1,1994-11-22,1994
1534,2044,6,1,1994-11-23,1994
1535,11186,12,1,1994-11-24,1994
1536,29,7,1,1994-11-24,1994
1537,3752,1,1,1994-11-25,1994
1538,2028,7,2,1994-11-26,1994
1539,1294,71,1,1994-11-27,1994
1540,106,63,1,1994-11-27,1994
1541,2707,61,1,1994-11-27,1994
1542,2027,19,1,1994-11-28,1994
1543,3369,8,1,1994-12-01,1994
1544,9731,54,0,1994-12-01,1994
1545,1578,48,1,1994-12-01,1994
1546,8411,20,1,1994-12-02,1994
1547,1919,18,1,1994-12-04,1994
1548,1307,56,1,1994-12-05,1994
1549,2121,64,1,1994-12-05,1994
1550,1436,3,1,1994-12-07,1994
1551,3489,9,1,1994-12-08,1994
1552,3348,4,1,1994-12-08,1994
1553,2809,73,1,1994-12-08,1994
1554,3364,21,2,1994-12-08,1994
1555,2546,1,1,1994-12-08,1994
1556,2343,68,1,1994-12-09,1994
1557,594,54,1,1994-12-09,1994
1558,4434,41,1,1994-12-09,1994
1559,359,11,1,1994-12-11,1994
1560,3279,46,2,1994-12-17,1994
1561,1011,45,1,1994-12-17,1994
1562,8856,15,1,1994-12-18,1994
1563,2808,1,1,1994-12-18,1994
1564,5357,70,1,1994-12-18,1994
1565,775,1,1,1994-12-18,1994
1566,2524,1,1,1994-12-19,1994
1567,3903,58,1,1994-12-19,1994
1568,802,15,1,1994-12-20,1994
1569,3567,5,1,1994-12-20,1994
1570,68,37,0,1994-12-20,1994
1571,1417,75,1,1994-12-20,1994
1572,3643,1,1,1994-12-22,1994
1573,10728,71,1,1994-12-23,1994
1574,2384,40,1,1994-12-23,1994
1575,1835,74,1,1994-12-24,1994
1576,3621,32,1,1994-12-25,1994
1577,1394,32,1,1994-12-27,1994
1578,3006,64,1,1995-01-01,1995
1579,2322,33,1,1995-01-02,1995
1580,1331,59,1,1995-01-03,1995
1581,2355,1,1,1995-01-03,1995
1582,3482,70,1,1995-01-03,1995
1583,4503,50,1,1995-01-03,1995
1584,2077,29,1,1995-01-04,1995
1585,685,37,2,1995-01-04,1995
1586,2163,17,1,1995-01-05,1995
1587,2239,25,1,1995-01-05,1995
1588,1706,1,1,1995-01-05,1995
1589,7795,64,1,1995-01-05,1995
1590,3128,1,1,1995-01-06,1995
1591,2978,74,1,1995-01-06,1995
1592,3141,1,2,1995-01-06,1995
1593,3250,1,1,1995-01-06,1995
1594,1955,49,1,1995-01-07,1995
1595,5650,10,0,1995-01-08,1995
1596,3641,7,1,1995-01-09,1995
1597,2923,43,1,1995-01-10,1995
1598,8092,54,1,1995-01-11,1995
1599,2421,18,1,1995-01-11,1995
1600,1437,50,1,1995-01-13,1995
1601,756,65,1,1995-01-13,1995
1602,3244,56,1,1995-01-14,1995
1603,10630,41,1,1995-01-15,1995
1604,3981,23,1,1995-01-15,1995
1605,3812,72,1,1995-01-16,1995
1606,4368,1,1,1995-01-16,1995
1607,2729,40,1,1995-01-16,1995
1608,2446,3,1,1995-01-16,1995
1609,839,16,1,1995-01-17,1995
1610,1625,1,1,1995-01-17,1995
1611,2563,48,1,1995-01-17,1995
1612,1414,58,1,1995-01-17,1995
1613,7562,72,2,1995-01-17,1995
1614,2185,67,1,1995-01-18,1995
1615,1446,57,1,1995-01-18,1995
1616,915,72,1,1995-01-18,1995
1617,3777,70,1,1995-01-19,1995
1618,2414,1,1,1995-01-19,1995
1619,9814,64,2,1995-01-19,1995
1620,2681,28,1,1995-01-19,1995
1621,484,1,1,1995-01-20,1995
1622,217,77,1,1995-01-20,1995
1623,9030,72,1,1995-01-21,1995
1624,2352,70,1,1995-01-21,1995
1625,1526,52,1,1995-01-22,1995
1626,3841,8,1,1995-01-22,1995
1627,270,27,1,1995-01-23,1995
1628,1914,27,1,1995-01-24,1995
1629,2054,1,1,1995-01-24,1995
1630,2111,42,2,1995-01-25,1995
1631,1769,39,1,1995-01-25,1995
1632,2663,64,1,1995-01-25,1995
1633,4103,38,1,1995-01-25,1995
1634,5735,52,1,1995-01-25,1995
1635,3362,73,1,1995-01-25,1995
1636,2755,20,1,1995-01-26,1995
1637,3235,8,1,1995-01-26,1995
1638,795,25,1,1995-01-27,1995
1639,1548,47,1,1995-01-27,1995
1640,650,3,1,1995-01-28,1995
1641,11042,72,1,1995-01-29,1995
1642,3421,31,1,1995-02-01,1995
1643,1112,48,1,1995-02-03,1995
1644,3583,40,1,1995-02-03,1995
1645,4001,54,1,1995-02-04,1995
1646,393,46,1,1995-02-04,1995
1647,2718,29,1,1995-02-05,1995
1648,1496,57,1,1995-02-05,1995
1649,2968,15,1,1995-02-05,1995
1650,1889,59,1,1995-02-06,1995
1651,789,39,1,1995-02-06,1995
1652,7614,62,1,1995-02-08,1995
1653,8159,26,1,1995-02-08,1995
1654,2151,38,1,1995-02-08,1995
1655,3865,50,1,1995-02-09,1995
1656,4109,54,1,1995-02-09,1995
1657,515,57,1,1995-02-09,1995
1658,3817,70,1,1995-02-10,1995
1659,2268,1,1,1995-02-11,1995
1660,388,59,1,1995-02-11,1995
1661,3623,59,1,1995-02-12,1995
1662,1967,26,2,1995-02-13,1995
1663,4727,2,1,1995-02-13,1995
1664,3466,64,1,1995-02-16,1995
1665,3297,53,1,1995-02-17,1995
1666,607,16,1,1995-02-17,1995
1667,1858,72,1,1995-02-18,1995
1668,3978,59,1,1995-02-18,1995
1669,70,8,1,1995-02-18,1995
1670,781,33,1,1995-02-19,1995
1671,10884,65,1,1995-02-20,1995
1672,2688,72,1,1995-02-20,1995
1673,1772,31,2,1995-02-20,1995
1674,2490,22,1,1995-02-21,1995
1675,2047,20,1,1995-02-21,1995
1676,3839,1,1,1995-02-21,1995
1677,1633,51,1,1995-02-22,1995
1678,763,1,1,1995-02-23,1995
1679,4161,1,1,1995-02-23,1995
1680,2431,74,1,1995-02-23,1995
1681,3753,28,1,1995-02-24,1995
1682,1778,15,1,1995-02-25,1995
1683,2911,33,1,1995-02-25,1995
1684,3710,1,1,1995-02-25,1995
1685,1702,56,1,1995-02-27,1995
1686,3737,34,1,1995-03-01,1995
1687,190,74,1,1995-03-02,1995
1688,2865,1,1,1995-03-03,1995
1689,3014,75,2,1995-03-03,1995
1690,2680,46,1,1995-03-03,1995
1691,1129,35,1,1995-03-03,1995
1692,3233,31,1,1995-03-03,1995
1693,1287,35,1,1995-03-04,1995
1694,9897,1,1,1995-03-04,1995
1695,30,36,1,1995-03-04,1995
1696,2367,28,1,1995-03-04,1995
1697,3826,34,1,1995-03-05,1995
1698,376,25,1,1995-03-05,1995
1699,1108,26,1,1995-03-09,1995
1700,108,53,1,1995-03-10,1995
1701,1802,75,1,1995-03-10,1995
1702,3230,1,1,1995-03-11,1995
1703,3989,19,1,1995-03-11,1995
1704,2723,75,1,1995-03-12,1995
1705,7859,52,1,1995-03-14,1995
1706,7606,21,1,1995-03-15,1995
1707,158,37,1,1995-03-15,1995
1708,6397,48,1,1995-03-15,1995
1709,150,73,1,1995-03-16,1995
1710,3402,76,2,1995-03-16,1995
1711,2810,66,1,1995-03-16,1995
1712,586,54,1,1995-03-16,1995
1713,1261,52,1,1995-03-18,1995
1714,2856,25,1,1995-03-18,1995
1715,288,25,1,1995-03-18,1995
1716,3750,77,1,1995-03-18,1995
1717,1174,70,1,1995-03-21,1995
1718,1306,1,1,1995-03-22,1995
1719,5541,43,1,1995-03-24,1995
1720,1,18,1,1995-03-24,1995
1721,981,66,1,1995-03-25,1995
1722,767,25,1,1995-03-26,1995
1723,608,32,1,1995-03-27,1995
1724,1757,75,1,1995-03-27,1995
1725,6609,16,1,1995-03-27,1995
1726,870,70,1,1995-03-27,1995
1727,227,27,1,1995-03-28,1995
1728,568,18,1,1995-03-28,1995
1729,1254,74,1,1995-03-28,1995
1730,1540,1,1,1995-03-29,1995
1731,1692,56,1,1995-03-29,1995
1732,1249,67,1,1995-03-30,1995
1733,95,1,1,1995-03-30,1995
1734,1561,66,1,1995-04-01,1995
1735,2540,54,1,1995-04-01,1995
1736,248,1,1,1995-04-02,1995
1737,9493,64,1,1995-04-02,1995
1738,5126,58,1,1995-04-03,1995
1739,231,22,1,1995-04-03,1995
1740,2203,47,1,1995-04-04,1995
1741,6910,76,1,1995-04-04,1995
1742,1986,46,1,1995-04-04,1995
1743,2839,70,1,1995-04-04,1995
1744,1479,54,1,1995-04-04,1995
1745,3147,54,1,1995-04-05,1995
1746,6289,64,1,1995-04-05,1995
1747,1590,77,1,1995-04-07,1995
1748,7418,21,1,1995-04-07,1995
1749,19,21,1,1995-04-07,1995
1750,842,62,1,1995-04-07,1995
1751,1821,70,1,1995-04-07,1995
1752,206,61,1,1995-04-08,1995
1753,3109,18,1,1995-04-08,1995
1754,7815,19,2,1995-04-09,1995
1755,7136,12,2,1995-04-09,1995
1756,1228,62,1,1995-04-09,1995
1757,893,53,1,1995-04-12,1995
1758,3702,53,1,1995-04-13,1995
1759,4852,47,1,1995-04-13,1995
1760,2750,13,1,1995-04-13,1995
1761,1046,1,1,1995-04-14,1995
1762,3729,31,1,1995-04-14,1995
1763,1862,19,2,1995-04-15,1995
1764,1309,1,1,1995-04-15,1995
1765,1315,13,1,1995-04-17,1995
1766,3321,17,1,1995-04-18,1995
1767,3231,73,1,1995-04-18,1995
1768,5724,14,0,1995-04-19,1995
1769,3823,74,1,1995-04-19,1995
1770,2726,18,1,1995-04-20,1995
1771,1038,64,1,1995-04-20,1995
1772,7861,34,1,1995-04-22,1995
1773,819,20,1,1995-04-22,1995
1774,455,54,1,1995-04-23,1995
1775,3930,37,1,1995-04-25,1995
1776,4423,39,1,1995-04-26,1995
1777,267,38,1,1995-04-26,1995
1778,922,61,1,1995-04-27,1995
1779,3735,1,1,1995-04-27,1995
1780,3449,1,1,1995-04-27,1995
1781,2751,31,1,1995-04-28,1995
1782,404,41,1,1995-04-28,1995
1783,2547,74,1,1995-04-28,1995
1784,1248,22,1,1995-04-29,1995
1785,2331,8,1,1995-04-29,1995
1786,1010,61,1,1995-05-01,1995
1787,54,4,1,1995-05-02,1995
1788,2364,33,1,1995-05-03,1995
1789,1280,70,1,1995-05-03,1995
1790,2931,36,1,1995-05-04,1995
1791,10351,23,1,1995-05-04,1995
1792,3936,39,1,1995-05-04,1995
1793,5194,1,0,1995-05-05,1995
1794,3464,25,1,1995-05-05,1995
1795,533,40,1,1995-05-07,1995
1796,3940,35,2,1995-05-07,1995
1797,4538,70,1,1995-05-07,1995
1798,454,7,1,1995-05-07,1995
1799,1183,12,1,1995-05-08,1995
1800,2323,72,1,1995-05-08,1995
1801,463,51,1,1995-05-08,1995
1802,285,17,1,1995-05-08,1995
1803,4105,58,1,1995-05-08,1995
1804,2525,45,1,1995-05-08,1995
1805,6434,1,1,1995-05-08,1995
1806,2919,77,1,1995-05-10,1995
1807,1741,21,1,1995-05-10,1995
1808,746,75,1,1995-05-10,1995
1809,256,37,1,1995-05-14,1995
1810,3845,48,1,1995-05-14,1995
1811,4014,56,0,1995-05-15,1995
1812,2178,64,1,1995-05-15,1995
1813,2935,68,1,1995-05-15,1995
1814,544,32,1,1995-05-15,1995
1815,1720,35,1,1995-05-16,1995
1816,875,63,1,1995-05-17,1995
1817,733,49,2,1995-05-17,1995
1818,3251,59,1,1995-05-18,1995
1819,5358,4,1,1995-05-18,1995
1820,2521,63,1,1995-05-19,1995
1821,10963,16,1,1995-05-20,1995
1822,57,1,1,1995-05-21,1995
1823,4589,4,1,1995-05-22,1995
1824,490,45,1,1995-05-23,1995
1825,3386,2,1,1995-05-23,1995
1826,8998,61,1,1995-05-24,1995
1827,11349,1,2,1995-05-26,1995
1828,2969,29,1,1995-05-26,1995
1829,1530,70,1,1995-05-27,1995
1830,1642,64,1,1995-05-27,1995
1831,6358,3,1,1995-05-27,1995
1832,10001,24,1,1995-05-28,1995
1833,3186,10,1,1995-05-28,1995
1834,1059,8,1,1995-05-30,1995
1835,3624,32,2,1995-05-30,1995
1836,1974,42,1,1995-06-01,1995
1837,2559,32,1,1995-06-01,1995
1838,11069,37,1,1995-06-02,1995
1839,3874,51,1,1995-06-02,1995
1840,3520,72,1,1995-06-04,1995
1841,2018,42,1,1995-06-04,1995
1842,2877,37,1,1995-06-04,1995
1843,2642,68,1,1995-06-05,1995
1844,553,26,1,1995-06-06,1995
1845,1092,41,1,1995-06-06,1995
1846,471,47,1,1995-06-07,1995
1847,53,77,1,1995-06-07,1995
1848,1413,65,1,1995-06-07,1995
1849,5774,1,1,1995-06-08,1995
1850,3392,1,1,1995-06-08,1995
1851,1465,30,1,1995-06-08,1995
1852,1420,68,1,1995-06-08,1995
1853,1620,17,1,1995-06-08,1995
1854,4121,54,1,1995-06-08,1995
1855,754,1,1,1995-06-08,1995
1856,3045,1,1,1995-06-08,1995
1857,3453,13,1,1995-06-08,1995
1858,1696,43,1,1995-06-09,1995
1859,2139,8,1,1995-06-09,1995
1860,1793,56,1,1995-06-10,1995
1861,3725,33,1,1995-06-11,1995
1862,896,3,1,1995-06-11,1995
1863,3252,12,1,1995-06-12,1995
1864,808,69,1,1995-06-13,1995
1865,3601,54,1,1995-06-13,1995
1866,131,52,1,1995-06-13,1995
1867,3124,6,1,1995-06-13,1995
1868,7618,72,2,1995-06-13,1995
1869,807,76,2,1995-06-13,1995
1870,3847,33,1,1995-06-13,1995
1871,223,39,1,1995-06-13,1995
1872,2328,35,1,1995-06-14,1995
1873,1519,9,1,1995-06-14,1995
1874,10019,8,1,1995-06-15,1995
1875,458,7,1,1995-06-16,1995
1876,120,65,2,1995-06-16,1995
1877,1846,6,1,1995-06-17,1995
1878,2096,32,1,1995-06-17,1995
1879,2297,46,1,1995-06-18,1995
1880,7184,5,1,1995-06-19,1995
1881,2781,16,1,1995-06-20,1995
1882,1031,74,1,1995-06-20,1995
1883,3810,43,1,1995-06-22,1995
1884,1151,40,1,1995-06-23,1995
1885,1728,74,1,1995-06-23,1995
1886,9235,37,1,1995-06-24,1995
1887,3363,30,1,1995-06-24,1995
1888,3436,5,1,1995-06-24,1995
1889,2533,49,1,1995-06-27,1995
1890,99,1,1,1995-06-27,1995
1891,638,65,1,1995-06-28,1995
1892,2292,41,1,1995-06-29,1995
1893,1725,72,0,1995-07-03,1995
1894,3410,39,1,1995-07-03,1995
1895,1597,68,1,1995-07-04,1995
1896,2041,48,1,1995-07-05,1995
1897,5742,74,0,1995-07-05,1995
1898,4415,73,1,1995-07-05,1995
1899,4330,47,1,1995-07-05,1995
1900,3458,63,1,1995-07-07,1995
1901,3330,76,1,1995-07-08,1995
1902,6649,1,1,1995-07-08,1995
1903,3779,74,1,1995-07-08,1995
1904,1103,66,1,1995-07-09,1995
1905,731,5,1,1995-07-11,1995
1906,2307,60,1,1995-07-12,1995
1907,3474,23,1,1995-07-12,1995
1908,625,70,1,1995-07-12,1995
1909,1075,35,1,1995-07-13,1995
1910,2281,1,1,1995-07-13,1995
1911,3895,27,1,1995-07-14,1995
1912,5263,64,1,1995-07-14,1995
1913,5794,70,1,1995-07-14,1995
1914,1220,1,1,1995-07-15,1995
1915,1568,23,1,1995-07-15,1995
1916,1344,12,0,1995-07-16,1995
1917,8547,14,2,1995-07-17,1995
1918,1135,1,1,1995-07-17,1995
1919,4263,5,1,1995-07-17,1995
1920,3532,73,1,1995-07-18,1995
1921,1251,34,2,1995-07-18,1995
1922,1936,70,1,1995-07-18,1995
1923,2244,46,1,1995-07-19,1995
1924,2310,15,1,1995-07-19,1995
1925,1994,42,1,1995-07-19,1995
1926,720,54,1,1995-07-20,1995
1927,1472,2,1,1995-07-20,1995
1928,2144,55,0,1995-07-21,1995
1929,953,14,1,1995-07-22,1995
1930,4081,11,1,1995-07-22,1995
1931,10018,8,1,1995-07-23,1995
1932,2553,41,1,1995-07-24,1995
1933,2520,18,1,1995-07-25,1995
1934,1252,13,2,1995-07-26,1995
1935,3357,54,1,1995-07-26,1995
1936,6985,38,1,1995-07-27,1995
1937,2957,25,1,1995-07-28,1995
1938,4948,43,1,1995-07-29,1995
1939,1803,24,1,1995-07-29,1995
1940,2577,7,1,1995-07-30,1995
1941,1009,1,2,1995-08-01,1995
1942,2265,65,1,1995-08-03,1995
1943,675,58,1,1995-08-03,1995
1944,5033,54,1,1995-08-03,1995
1945,1971,41,1,1995-08-04,1995
1946,2830,20,1,1995-08-04,1995
1947,1927,42,1,1995-08-04,1995
1948,5118,72,1,1995-08-05,1995
1949,3203,23,1,1995-08-07,1995
1950,3270,30,1,1995-08-08,1995
1951,1520,48,1,1995-08-08,1995
1952,4681,70,1,1995-08-08,1995
1953,3902,1,1,1995-08-08,1995
1954,8327,1,2,1995-08-08,1995
1955,1203,72,1,1995-08-09,1995
1956,2608,19,1,1995-08-09,1995
1957,2206,45,1,1995-08-10,1995
1958,3216,3,1,1995-08-11,1995
1959,1122,13,1,1995-08-12,1995
1960,786,53,1,1995-08-12,1995
1961,3631,1,1,1995-08-13,1995
1962,2514,16,1,1995-08-13,1995
1963,75,1,1,1995-08-13,1995
1964,3679,64,1,1995-08-15,1995
1965,2562,35,1,1995-08-15,1995
1966,2280,68,1,1995-08-17,1995
1967,3896,45,1,1995-08-17,1995
1968,11138,70,2,1995-08-18,1995
1969,5213,1,1,1995-08-18,1995
1970,531,31,1,1995-08-18,1995
1971,6856,43,1,1995-08-19,1995
1972,5024,70,1,1995-08-20,1995
1973,560,36,1,1995-08-20,1995
1974,11382,74,1,1995-08-20,1995
1975,2855,27,1,1995-08-21,1995
1976,2858,56,1,1995-08-22,1995
1977,3763,55,1,1995-08-23,1995
1978,995,64,1,1995-08-23,1995
1979,3315,23,1,1995-08-24,1995
1980,3582,19,1,1995-08-26,1995
1981,420,75,1,1995-08-26,1995
1982,937,43,1,1995-08-26,1995
1983,4258,51,1,1995-08-26,1995
1984,5066,13,2,1995-08-27,1995
1985,2236,73,1,1995-08-27,1995
1986,3995,12,1,1995-08-27,1995
1987,894,46,1,1995-08-27,1995
1988,418,36,1,1995-08-27,1995
1989,3254,36,1,1995-08-27,1995
1990,32,5,1,1995-08-28,1995
1991,213,73,1,1995-08-29,1995
1992,2833,64,1,1995-08-30,1995
1993,3553,70,1,1995-08-30,1995
1994,9052,43,0,1995-08-30,1995
1995,3139,12,1,1995-08-30,1995
1996,1562,1,1,1995-08-30,1995
1997,1961,13,1,1995-08-30,1995
1998,353,24,1,1995-08-30,1995
1999,1640,13,1,1995-09-01,1995
2000,6872,15,1,1995-09-02,1995
2001,532,26,1,1995-09-02,1995
2002,674,49,1,1995-09-02,1995
2003,10365,22,1,1995-09-02,1995
2004,430,54,1,1995-09-02,1995
2005,429,63,1,1995-09-03,1995
2006,3269,37,1,1995-09-03,1995
2007,1810,50,1,1995-09-03,1995
2008,665,8,1,1995-09-03,1995
2009,3855,33,1,1995-09-04,1995
2010,3866,60,1,1995-09-05,1995
2011,3914,33,1,1995-09-05,1995
2012,3807,53,1,1995-09-05,1995
2013,3925,1,1,1995-09-05,1995
2014,219,28,1,1995-09-06,1995
2015,3552,62,1,1995-09-06,1995
2016,7957,51,1,1995-09-07,1995
2017,1149,18,1,1995-09-07,1995
2018,1423,76,1,1995-09-08,1995
2019,2853,54,1,1995-09-08,1995
2020,803,19,1,1995-09-09,1995
2021,2456,65,1,1995-09-09,1995
2022,619,1,2,1995-09-09,1995
2023,301,60,1,1995-09-10,1995
2024,372,55,1,1995-09-10,1995
2025,3492,33,1,1995-09-10,1995
2026,6463,16,1,1995-09-11,1995
2027,3628,70,1,1995-09-12,1995
2028,2358,7,1,1995-09-13,1995
2029,1613,1,1,1995-09-13,1995
2030,2866,43,1,1995-09-13,1995
2031,3010,46,1,1995-09-13,1995
2032,3368,24,1,1995-09-14,1995
2033,5125,1,1,1995-09-14,1995
2034,994,72,1,1995-09-15,1995
2035,1674,1,1,1995-09-15,1995
2036,3234,1,1,1995-09-16,1995
2037,1452,45,1,1995-09-16,1995
2038,9377,1,1,1995-09-17,1995
2039,3758,38,1,1995-09-19,1995
2040,138,22,1,1995-09-19,1995
2041,1376,64,1,1995-09-20,1995
2042,3770,23,1,1995-09-20,1995
2043,11271,5,1,1995-09-20,1995
2044,2353,51,1,1995-09-21,1995
2045,1335,54,1,1995-09-21,1995
2046,2119,74,1,1995-09-21,1995
2047,8,57,1,1995-09-21,1995
2048,1704,70,1,1995-09-22,1995
2049,1660,1,1,1995-09-22,1995
2050,5429,71,1,1995-09-22,1995
2051,3440,22,1,1995-09-22,1995
2052,2148,1,1,1995-09-22,1995
2053,676,39,1,1995-09-22,1995
2054,2731,1,1,1995-09-26,1995
2055,80,43,1,1995-09-27,1995
2056,3417,48,1,1995-09-28,1995
2057,169,4,1,1995-09-28,1995
2058,4047,45,2,1995-09-29,1995
2059,7487,4,1,1995-10-01,1995
2060,992,22,1,1995-10-01,1995
2061,331,65,1,1995-10-02,1995
2062,2835,73,1,1995-10-03,1995
2063,3677,1,1,1995-10-04,1995
2064,2565,74,1,1995-10-04,1995
2065,4190,62,1,1995-10-04,1995
2066,3317,4,1,1995-10-04,1995
2067,1690,16,1,1995-10-07,1995
2068,1448,1,1,1995-10-07,1995
2069,521,9,1,1995-10-08,1995
2070,3132,56,1,1995-10-08,1995
2071,3944,22,1,1995-10-08,1995
2072,1427,17,1,1995-10-08,1995
2073,1742,68,1,1995-10-08,1995
2074,6400,31,0,1995-10-09,1995
2075,3486,64,1,1995-10-09,1995
2076,4473,45,1,1995-10-09,1995
2077,2965,6,1,1995-10-10,1995
2078,2301,22,1,1995-10-10,1995
2079,2674,50,1,1995-10-10,1995
2080,11,76,1,1995-10-10,1995
2081,8533,47,1,1995-10-10,1995
2082,1089,74,1,1995-10-10,1995
2083,5063,43,1,1995-10-11,1995
2084,1257,66,1,1995-10-11,1995
2085,990,17,1,1995-10-11,1995
2086,1581,39,1,1995-10-12,1995
2087,2424,1,1,1995-10-13,1995
2088,917,56,1,1995-10-13,1995
2089,2255,52,1,1995-10-14,1995
2090,11362,67,1,1995-10-14,1995
2091,1796,18,1,1995-10-14,1995
2092,2834,70,1,1995-10-14,1995
2093,8114,59,1,1995-10-14,1995
2094,260,24,1,1995-10-14,1995
2095,1749,64,1,1995-10-14,1995
2096,4650,4,1,1995-10-15,1995
2097,336,62,1,1995-10-16,1995
2098,308,61,1,1995-10-16,1995
2099,319,47,2,1995-10-17,1995
2100,762,76,1,1995-10-18,1995
2101,1142,74,1,1995-10-19,1995
2102,3200,17,0,1995-10-20,1995
2103,3646,63,2,1995-10-20,1995
2104,1206,70,1,1995-10-21,1995
2105,501,13,1,1995-10-21,1995
2106,2235,45,1,1995-10-22,1995
2107,2487,42,1,1995-10-22,1995
2108,10762,1,1,1995-10-23,1995
2109,3131,21,1,1995-10-23,1995
2110,10520,55,0,1995-10-24,1995
2111,2515,64,1,1995-10-24,1995
2112,2727,1,1,1995-10-25,1995
2113,1756,38,1,1995-10-26,1995
2114,2500,61,1,1995-10-26,1995
2115,1426,40,1,1995-10-27,1995
2116,602,43,1,1995-10-27,1995
2117,3637,53,1,1995-10-28,1995
2118,2481,1,1,1995-10-28,1995
2119,3080,57,1,1995-10-29,1995
2120,2621,55,1,1995-10-29,1995
2121,1238,1,1,1995-10-29,1995
2122,10710,19,1,1995-10-30,1995
2123,2871,52,1,1995-10-30,1995
2124,1403,17,1,1995-11-02,1995
2125,1629,10,1,1995-11-02,1995
2126,9353,59,1,1995-11-03,1995
2127,820,74,1,1995-11-04,1995
2128,3384,14,1,1995-11-05,1995
2129,257,11,1,1995-11-05,1995
2130,479,1,1,1995-11-05,1995
2131,3764,69,1,1995-11-05,1995
2132,155,58,1,1995-11-07,1995
2133,3945,50,1,1995-11-07,1995
2134,2157,77,1,1995-11-08,1995
2135,2051,64,2,1995-11-08,1995
2136,3061,76,1,1995-11-08,1995
2137,3111,60,1,1995-11-08,1995
2138,1691,48,1,1995-11-08,1995
2139,1044,14,1,1995-11-09,1995
2140,1945,56,1,1995-11-09,1995
2141,9790,52,1,1995-11-09,1995
2142,9928,60,1,1995-11-09,1995
2143,2580,60,1,1995-11-09,1995
2144,1599,57,1,1995-11-10,1995
2145,11079,16,1,1995-11-10,1995
2146,968,74,1,1995-11-11,1995
2147,810,46,1,1995-11-11,1995
2148,1760,53,1,1995-11-11,1995
2149,2550,67,1,1995-11-11,1995
2150,3572,65,1,1995-11-12,1995
2151,1030,57,1,1995-11-12,1995
2152,487,40,1,1995-11-14,1995
2153,3767,1,1,1995-11-15,1995
2154,348,25,1,1995-11-15,1995
2155,1867,52,1,1995-11-15,1995
2156,2516,6,1,1995-11-16,1995
2157,3303,1,1,1995-11-17,1995
2158,933,21,1,1995-11-18,1995
2159,3229,64,1,1995-11-18,1995
2160,1700,64,1,1995-11-18,1995
2161,2836,42,1,1995-11-18,1995
2162,338,49,1,1995-11-18,1995
2163,3148,33,1,1995-11-19,1995
2164,1357,56,1,1995-11-20,1995
2165,3772,7,1,1995-11-20,1995
2166,486,33,1,1995-11-21,1995
