account_id;account_district_number;account_frequency;account_date;account_age_days;account_year
3728;10;1;1994-08-18;10327;1994
4131;5;1;1994-08-19;10326;1994
377;70;1;1994-08-19;10326;1994
1911;68;1;1994-08-21;10324;1994
635;21;1;1994-08-21;10324;1994
3625;3;1;1994-08-22;10323;1994
3425;70;1;1994-08-24;10321;1994
1327;65;1;1994-08-24;10321;1994
8776;64;1;1994-08-24;10321;1994
2798;70;1;1994-08-24;10321;1994
2401;16;1;1994-08-26;10319;1994
3612;70;1;1994-08-27;10318;1994
4580;9;1;1994-08-27;10318;1994
3226;65;1;1994-08-28;10317;1994
7523;63;1;1994-08-29;10316;1994
3533;74;1;1994-08-29;10316;1994
422;53;2;1994-08-29;10316;1994
3608;72;2;1994-08-30;10315;1994
1105;55;1;1994-09-01;10313;1994
2596;1;1;1994-09-02;10312;1994
9006;40;2;1994-09-02;10312;1994
3579;53;1;1994-09-02;10312;1994
710;25;1;1994-09-02;10312;1994
7546;43;1;1994-09-03;10311;1994
1766;28;1;1994-09-03;10311;1994
1292;3;1;1994-09-03;10311;1994
3797;64;1;1994-09-03;10311;1994
3478;30;1;1994-09-04;10310;1994
8899;1;2;1994-09-05;10309;1994
1975;19;1;1994-09-07;10307;1994
3049;61;1;1994-09-08;10306;1994
3730;17;1;1994-09-08;10306;1994
1714;72;1;1994-09-08;10306;1994
518;74;1;1994-09-09;10305;1994
6321;1;1;1994-09-10;10304;1994
3926;72;1;1994-09-11;10303;1994
1878;52;2;1994-09-13;10301;1994
3712;3;1;1994-09-13;10301;1994
2030;51;1;1994-09-13;10301;1994
3869;72;1;1994-09-13;10301;1994
1908;20;1;1994-09-13;10301;1994
3142;2;1;1994-09-14;10300;1994
1301;18;1;1994-09-15;10299;1994
3288;54;1;1994-09-15;10299;1994
318;36;1;1994-09-16;10298;1994
3336;51;1;1994-09-19;10295;1994
1653;1;1;1994-09-19;10295;1994
577;29;1;1994-09-20;10294;1994
2960;19;1;1994-09-20;10294;1994
2267;54;2;1994-09-20;10294;1994
1989;48;1;1994-09-21;10293;1994
1352;1;1;1994-09-23;10291;1994
851;15;1;1994-09-23;10291;1994
716;47;1;1994-09-25;10289;1994
3555;32;1;1994-09-26;10288;1994
6;51;1;1994-09-27;10287;1994
1828;1;1;1994-09-28;10286;1994
1333;21;1;1994-09-29;10285;1994
11359;61;1;1994-10-01;10283;1994
3457;54;1;1994-10-01;10283;1994
2627;76;1;1994-10-02;10282;1994
2025;19;1;1994-10-02;10282;1994
3975;20;1;1994-10-02;10282;1994
2905;74;1;1994-10-03;10281;1994
3827;1;1;1994-10-04;10280;1994
939;55;1;1994-10-04;10280;1994
1421;71;1;1994-10-05;10279;1994
1934;46;1;1994-10-05;10279;1994
3878;23;1;1994-10-07;10277;1994
2363;47;1;1994-10-07;10277;1994
1559;14;1;1994-10-08;10276;1994
2195;73;1;1994-10-08;10276;1994
1205;73;1;1994-10-08;10276;1994
2059;37;1;1994-10-08;10276;1994
2333;45;1;1994-10-08;10276;1994
3074;74;2;1994-10-08;10276;1994
2840;15;1;1994-10-09;10275;1994
2430;3;1;1994-10-09;10275;1994
2463;56;1;1994-10-11;10273;1994
3860;4;1;1994-10-11;10273;1994
2788;54;1;1994-10-12;10272;1994
8127;37;1;1994-10-13;10271;1994
596;31;1;1994-10-13;10271;1994
3622;53;1;1994-10-15;10269;1994
1312;23;1;1994-10-15;10269;1994
2742;23;1;1994-10-15;10269;1994
654;63;1;1994-10-16;10268;1994
4283;39;1;1994-10-16;10268;1994
2924;56;1;1994-10-16;10268;1994
3756;39;2;1994-10-17;10267;1994
2790;1;1;1994-10-18;10266;1994
67;16;1;1994-10-19;10265;1994
2949;1;1;1994-10-21;10263;1994
3849;75;1;1994-10-21;10263;1994
5422;66;1;1994-10-22;10262;1994
988;10;1;1994-10-22;10262;1994
3058;44;1;1994-10-23;10261;1994
1958;40;1;1994-10-24;10260;1994
1441;50;1;1994-10-25;10259;1994
1109;66;1;1994-10-27;10257;1994
2536;41;1;1994-10-28;10256;1994
1295;15;1;1994-10-28;10256;1994
3419;1;1;1994-10-29;10255;1994
1993;68;1;1994-10-30;10254;1994
1076;1;1;1994-10-30;10254;1994
960;4;0;1994-11-02;10251;1994
201;63;1;1994-11-02;10251;1994
1168;29;1;1994-11-03;10250;1994
2365;42;1;1994-11-04;10249;1994
973;54;1;1994-11-05;10248;1994
3663;67;1;1994-11-06;10247;1994
3576;58;1;1994-11-07;10246;1994
4082;49;1;1994-11-08;10245;1994
2541;57;1;1994-11-08;10245;1994
4476;24;1;1994-11-10;10243;1994
2572;64;0;1994-11-13;10240;1994
2377;77;1;1994-11-13;10240;1994
1554;47;1;1994-11-15;10238;1994
5632;5;2;1994-11-15;10238;1994
940;37;1;1994-11-15;10238;1994
1583;69;0;1994-11-17;10236;1994
2218;19;1;1994-11-21;10232;1994
1708;22;1;1994-11-21;10232;1994
449;19;1;1994-11-22;10231;1994
2044;6;1;1994-11-23;10230;1994
11186;12;1;1994-11-24;10229;1994
29;7;1;1994-11-24;10229;1994
3752;1;1;1994-11-25;10228;1994
2028;7;2;1994-11-26;10227;1994
1294;71;1;1994-11-27;10226;1994
106;63;1;1994-11-27;10226;1994
2707;61;1;1994-11-27;10226;1994
2027;19;1;1994-11-28;10225;1994
3369;8;1;1994-12-01;10222;1994
9731;54;0;1994-12-01;10222;1994
1578;48;1;1994-12-01;10222;1994
8411;20;1;1994-12-02;10221;1994
1919;18;1;1994-12-04;10219;1994
1307;56;1;1994-12-05;10218;1994
2121;64;1;1994-12-05;10218;1994
1436;3;1;1994-12-07;10216;1994
3489;9;1;1994-12-08;10215;1994
3348;4;1;1994-12-08;10215;1994
2809;73;1;1994-12-08;10215;1994
3364;21;2;1994-12-08;10215;1994
2546;1;1;1994-12-08;10215;1994
2343;68;1;1994-12-09;10214;1994
594;54;1;1994-12-09;10214;1994
4434;41;1;1994-12-09;10214;1994
359;11;1;1994-12-11;10212;1994
3279;46;2;1994-12-17;10206;1994
1011;45;1;1994-12-17;10206;1994
8856;15;1;1994-12-18;10205;1994
2808;1;1;1994-12-18;10205;1994
5357;70;1;1994-12-18;10205;1994
775;1;1;1994-12-18;10205;1994
2524;1;1;1994-12-19;10204;1994
3903;58;1;1994-12-19;10204;1994
802;15;1;1994-12-20;10203;1994
3567;5;1;1994-12-20;10203;1994
68;37;0;1994-12-20;10203;1994
1417;75;1;1994-12-20;10203;1994
3643;1;1;1994-12-22;10201;1994
10728;71;1;1994-12-23;10200;1994
2384;40;1;1994-12-23;10200;1994
1835;74;1;1994-12-24;10199;1994
3621;32;1;1994-12-25;10198;1994
1394;32;1;1994-12-27;10196;1994
3006;64;1;1995-01-01;10191;1995
2322;33;1;1995-01-02;10190;1995
1331;59;1;1995-01-03;10189;1995
2355;1;1;1995-01-03;10189;1995
3482;70;1;1995-01-03;10189;1995
4503;50;1;1995-01-03;10189;1995
2077;29;1;1995-01-04;10188;1995
685;37;2;1995-01-04;10188;1995
2163;17;1;1995-01-05;10187;1995
2239;25;1;1995-01-05;10187;1995
1706;1;1;1995-01-05;10187;1995
7795;64;1;1995-01-05;10187;1995
3128;1;1;1995-01-06;10186;1995
2978;74;1;1995-01-06;10186;1995
3141;1;2;1995-01-06;10186;1995
3250;1;1;1995-01-06;10186;1995
1955;49;1;1995-01-07;10185;1995
5650;10;0;1995-01-08;10184;1995
3641;7;1;1995-01-09;10183;1995
2923;43;1;1995-01-10;10182;1995
8092;54;1;1995-01-11;10181;1995
2421;18;1;1995-01-11;10181;1995
1437;50;1;1995-01-13;10179;1995
756;65;1;1995-01-13;10179;1995
3244;56;1;1995-01-14;10178;1995
10630;41;1;1995-01-15;10177;1995
3981;23;1;1995-01-15;10177;1995
3812;72;1;1995-01-16;10176;1995
4368;1;1;1995-01-16;10176;1995
2729;40;1;1995-01-16;10176;1995
2446;3;1;1995-01-16;10176;1995
839;16;1;1995-01-17;10175;1995
1625;1;1;1995-01-17;10175;1995
2563;48;1;1995-01-17;10175;1995
1414;58;1;1995-01-17;10175;1995
7562;72;2;1995-01-17;10175;1995
2185;67;1;1995-01-18;10174;1995
1446;57;1;1995-01-18;10174;1995
915;72;1;1995-01-18;10174;1995
3777;70;1;1995-01-19;10173;1995
2414;1;1;1995-01-19;10173;1995
9814;64;2;1995-01-19;10173;1995
2681;28;1;1995-01-19;10173;1995
484;1;1;1995-01-20;10172;1995
217;77;1;1995-01-20;10172;1995
9030;72;1;1995-01-21;10171;1995
2352;70;1;1995-01-21;10171;1995
1526;52;1;1995-01-22;10170;1995
3841;8;1;1995-01-22;10170;1995
270;27;1;1995-01-23;10169;1995
1914;27;1;1995-01-24;10168;1995
2054;1;1;1995-01-24;10168;1995
2111;42;2;1995-01-25;10167;1995
1769;39;1;1995-01-25;10167;1995
2663;64;1;1995-01-25;10167;1995
4103;38;1;1995-01-25;10167;1995
5735;52;1;1995-01-25;10167;1995
3362;73;1;1995-01-25;10167;1995
2755;20;1;1995-01-26;10166;1995
3235;8;1;1995-01-26;10166;1995
795;25;1;1995-01-27;10165;1995
1548;47;1;1995-01-27;10165;1995
650;3;1;1995-01-28;10164;1995
11042;72;1;1995-01-29;10163;1995
3421;31;1;1995-02-01;10160;1995
1112;48;1;1995-02-03;10158;1995
3583;40;1;1995-02-03;10158;1995
4001;54;1;1995-02-04;10157;1995
393;46;1;1995-02-04;10157;1995
2718;29;1;1995-02-05;10156;1995
1496;57;1;1995-02-05;10156;1995
2968;15;1;1995-02-05;10156;1995
1889;59;1;1995-02-06;10155;1995
789;39;1;1995-02-06;10155;1995
7614;62;1;1995-02-08;10153;1995
8159;26;1;1995-02-08;10153;1995
2151;38;1;1995-02-08;10153;1995
3865;50;1;1995-02-09;10152;1995
4109;54;1;1995-02-09;10152;1995
515;57;1;1995-02-09;10152;1995
3817;70;1;1995-02-10;10151;1995
2268;1;1;1995-02-11;10150;1995
388;59;1;1995-02-11;10150;1995
3623;59;1;1995-02-12;10149;1995
1967;26;2;1995-02-13;10148;1995
4727;2;1;1995-02-13;10148;1995
3466;64;1;1995-02-16;10145;1995
3297;53;1;1995-02-17;10144;1995
607;16;1;1995-02-17;10144;1995
1858;72;1;1995-02-18;10143;1995
3978;59;1;1995-02-18;10143;1995
70;8;1;1995-02-18;10143;1995
781;33;1;1995-02-19;10142;1995
10884;65;1;1995-02-20;10141;1995
2688;72;1;1995-02-20;10141;1995
1772;31;2;1995-02-20;10141;1995
2490;22;1;1995-02-21;10140;1995
2047;20;1;1995-02-21;10140;1995
3839;1;1;1995-02-21;10140;1995
1633;51;1;1995-02-22;10139;1995
763;1;1;1995-02-23;10138;1995
4161;1;1;1995-02-23;10138;1995
2431;74;1;1995-02-23;10138;1995
3753;28;1;1995-02-24;10137;1995
1778;15;1;1995-02-25;10136;1995
2911;33;1;1995-02-25;10136;1995
3710;1;1;1995-02-25;10136;1995
1702;56;1;1995-02-27;10134;1995
3737;34;1;1995-03-01;10132;1995
190;74;1;1995-03-02;10131;1995
2865;1;1;1995-03-03;10130;1995
3014;75;2;1995-03-03;10130;1995
2680;46;1;1995-03-03;10130;1995
1129;35;1;1995-03-03;10130;1995
3233;31;1;1995-03-03;10130;1995
1287;35;1;1995-03-04;10129;1995
9897;1;1;1995-03-04;10129;1995
30;36;1;1995-03-04;10129;1995
2367;28;1;1995-03-04;10129;1995
3826;34;1;1995-03-05;10128;1995
376;25;1;1995-03-05;10128;1995
1108;26;1;1995-03-09;10124;1995
108;53;1;1995-03-10;10123;1995
1802;75;1;1995-03-10;10123;1995
3230;1;1;1995-03-11;10122;1995
3989;19;1;1995-03-11;10122;1995
2723;75;1;1995-03-12;10121;1995
7859;52;1;1995-03-14;10119;1995
7606;21;1;1995-03-15;10118;1995
158;37;1;1995-03-15;10118;1995
6397;48;1;1995-03-15;10118;1995
150;73;1;1995-03-16;10117;1995
3402;76;2;1995-03-16;10117;1995
2810;66;1;1995-03-16;10117;1995
586;54;1;1995-03-16;10117;1995
1261;52;1;1995-03-18;10115;1995
2856;25;1;1995-03-18;10115;1995
288;25;1;1995-03-18;10115;1995
3750;77;1;1995-03-18;10115;1995
1174;70;1;1995-03-21;10112;1995
1306;1;1;1995-03-22;10111;1995
5541;43;1;1995-03-24;10109;1995
1;18;1;1995-03-24;10109;1995
981;66;1;1995-03-25;10108;1995
767;25;1;1995-03-26;10107;1995
608;32;1;1995-03-27;10106;1995
1757;75;1;1995-03-27;10106;1995
6609;16;1;1995-03-27;10106;1995
870;70;1;1995-03-27;10106;1995
227;27;1;1995-03-28;10105;1995
568;18;1;1995-03-28;10105;1995
1254;74;1;1995-03-28;10105;1995
1540;1;1;1995-03-29;10104;1995
1692;56;1;1995-03-29;10104;1995
1249;67;1;1995-03-30;10103;1995
95;1;1;1995-03-30;10103;1995
1561;66;1;1995-04-01;10101;1995
2540;54;1;1995-04-01;10101;1995
248;1;1;1995-04-02;10100;1995
9493;64;1;1995-04-02;10100;1995
5126;58;1;1995-04-03;10099;1995
231;22;1;1995-04-03;10099;1995
2203;47;1;1995-04-04;10098;1995
6910;76;1;1995-04-04;10098;1995
1986;46;1;1995-04-04;10098;1995
2839;70;1;1995-04-04;10098;1995
1479;54;1;1995-04-04;10098;1995
3147;54;1;1995-04-05;10097;1995
6289;64;1;1995-04-05;10097;1995
1590;77;1;1995-04-07;10095;1995
7418;21;1;1995-04-07;10095;1995
19;21;1;1995-04-07;10095;1995
842;62;1;1995-04-07;10095;1995
1821;70;1;1995-04-07;10095;1995
206;61;1;1995-04-08;10094;1995
3109;18;1;1995-04-08;10094;1995
7815;19;2;1995-04-09;10093;1995
7136;12;2;1995-04-09;10093;1995
1228;62;1;1995-04-09;10093;1995
893;53;1;1995-04-12;10090;1995
3702;53;1;1995-04-13;10089;1995
4852;47;1;1995-04-13;10089;1995
2750;13;1;1995-04-13;10089;1995
1046;1;1;1995-04-14;10088;1995
3729;31;1;1995-04-14;10088;1995
1862;19;2;1995-04-15;10087;1995
1309;1;1;1995-04-15;10087;1995
1315;13;1;1995-04-17;10085;1995
3321;17;1;1995-04-18;10084;1995
3231;73;1;1995-04-18;10084;1995
5724;14;0;1995-04-19;10083;1995
3823;74;1;1995-04-19;10083;1995
2726;18;1;1995-04-20;10082;1995
1038;64;1;1995-04-20;10082;1995
7861;34;1;1995-04-22;10080;1995
819;20;1;1995-04-22;10080;1995
455;54;1;1995-04-23;10079;1995
3930;37;1;1995-04-25;10077;1995
4423;39;1;1995-04-26;10076;1995
267;38;1;1995-04-26;10076;1995
922;61;1;1995-04-27;10075;1995
3735;1;1;1995-04-27;10075;1995
3449;1;1;1995-04-27;10075;1995
2751;31;1;1995-04-28;10074;1995
404;41;1;1995-04-28;10074;1995
2547;74;1;1995-04-28;10074;1995
1248;22;1;1995-04-29;10073;1995
2331;8;1;1995-04-29;10073;1995
1010;61;1;1995-05-01;10071;1995
54;4;1;1995-05-02;10070;1995
2364;33;1;1995-05-03;10069;1995
1280;70;1;1995-05-03;10069;1995
2931;36;1;1995-05-04;10068;1995
10351;23;1;1995-05-04;10068;1995
3936;39;1;1995-05-04;10068;1995
5194;1;0;1995-05-05;10067;1995
3464;25;1;1995-05-05;10067;1995
533;40;1;1995-05-07;10065;1995
3940;35;2;1995-05-07;10065;1995
4538;70;1;1995-05-07;10065;1995
454;7;1;1995-05-07;10065;1995
1183;12;1;1995-05-08;10064;1995
2323;72;1;1995-05-08;10064;1995
463;51;1;1995-05-08;10064;1995
285;17;1;1995-05-08;10064;1995
4105;58;1;1995-05-08;10064;1995
2525;45;1;1995-05-08;10064;1995
6434;1;1;1995-05-08;10064;1995
2919;77;1;1995-05-10;10062;1995
1741;21;1;1995-05-10;10062;1995
746;75;1;1995-05-10;10062;1995
256;37;1;1995-05-14;10058;1995
3845;48;1;1995-05-14;10058;1995
4014;56;0;1995-05-15;10057;1995
2178;64;1;1995-05-15;10057;1995
2935;68;1;1995-05-15;10057;1995
544;32;1;1995-05-15;10057;1995
1720;35;1;1995-05-16;10056;1995
875;63;1;1995-05-17;10055;1995
733;49;2;1995-05-17;10055;1995
3251;59;1;1995-05-18;10054;1995
5358;4;1;1995-05-18;10054;1995
2521;63;1;1995-05-19;10053;1995
10963;16;1;1995-05-20;10052;1995
57;1;1;1995-05-21;10051;1995
4589;4;1;1995-05-22;10050;1995
490;45;1;1995-05-23;10049;1995
3386;2;1;1995-05-23;10049;1995
8998;61;1;1995-05-24;10048;1995
11349;1;2;1995-05-26;10046;1995
2969;29;1;1995-05-26;10046;1995
1530;70;1;1995-05-27;10045;1995
1642;64;1;1995-05-27;10045;1995
6358;3;1;1995-05-27;10045;1995
10001;24;1;1995-05-28;10044;1995
3186;10;1;1995-05-28;10044;1995
1059;8;1;1995-05-30;10042;1995
3624;32;2;1995-05-30;10042;1995
1974;42;1;1995-06-01;10040;1995
2559;32;1;1995-06-01;10040;1995
11069;37;1;1995-06-02;10039;1995
3874;51;1;1995-06-02;10039;1995
3520;72;1;1995-06-04;10037;1995
2018;42;1;1995-06-04;10037;1995
2877;37;1;1995-06-04;10037;1995
2642;68;1;1995-06-05;10036;1995
553;26;1;1995-06-06;10035;1995
1092;41;1;1995-06-06;10035;1995
471;47;1;1995-06-07;10034;1995
53;77;1;1995-06-07;10034;1995
1413;65;1;1995-06-07;10034;1995
5774;1;1;1995-06-08;10033;1995
3392;1;1;1995-06-08;10033;1995
1465;30;1;1995-06-08;10033;1995
1420;68;1;1995-06-08;10033;1995
1620;17;1;1995-06-08;10033;1995
4121;54;1;1995-06-08;10033;1995
754;1;1;1995-06-08;10033;1995
3045;1;1;1995-06-08;10033;1995
3453;13;1;1995-06-08;10033;1995
1696;43;1;1995-06-09;10032;1995
2139;8;1;1995-06-09;10032;1995
1793;56;1;1995-06-10;10031;1995
3725;33;1;1995-06-11;10030;1995
896;3;1;1995-06-11;10030;1995
3252;12;1;1995-06-12;10029;1995
808;69;1;1995-06-13;10028;1995
3601;54;1;1995-06-13;10028;1995
131;52;1;1995-06-13;10028;1995
3124;6;1;1995-06-13;10028;1995
7618;72;2;1995-06-13;10028;1995
807;76;2;1995-06-13;10028;1995
3847;33;1;1995-06-13;10028;1995
223;39;1;1995-06-13;10028;1995
2328;35;1;1995-06-14;10027;1995
1519;9;1;1995-06-14;10027;1995
10019;8;1;1995-06-15;10026;1995
458;7;1;1995-06-16;10025;1995
120;65;2;1995-06-16;10025;1995
1846;6;1;1995-06-17;10024;1995
2096;32;1;1995-06-17;10024;1995
2297;46;1;1995-06-18;10023;1995
7184;5;1;1995-06-19;10022;1995
2781;16;1;1995-06-20;10021;1995
1031;74;1;1995-06-20;10021;1995
3810;43;1;1995-06-22;10019;1995
1151;40;1;1995-06-23;10018;1995
1728;74;1;1995-06-23;10018;1995
9235;37;1;1995-06-24;10017;1995
3363;30;1;1995-06-24;10017;1995
3436;5;1;1995-06-24;10017;1995
2533;49;1;1995-06-27;10014;1995
99;1;1;1995-06-27;10014;1995
638;65;1;1995-06-28;10013;1995
2292;41;1;1995-06-29;10012;1995
1725;72;0;1995-07-03;10008;1995
3410;39;1;1995-07-03;10008;1995
1597;68;1;1995-07-04;10007;1995
2041;48;1;1995-07-05;10006;1995
5742;74;0;1995-07-05;10006;1995
4415;73;1;1995-07-05;10006;1995
4330;47;1;1995-07-05;10006;1995
3458;63;1;1995-07-07;10004;1995
3330;76;1;1995-07-08;10003;1995
6649;1;1;1995-07-08;10003;1995
3779;74;1;1995-07-08;10003;1995
1103;66;1;1995-07-09;10002;1995
731;5;1;1995-07-11;10000;1995
2307;60;1;1995-07-12;9999;1995
3474;23;1;1995-07-12;9999;1995
625;70;1;1995-07-12;9999;1995
1075;35;1;1995-07-13;9998;1995
2281;1;1;1995-07-13;9998;1995
3895;27;1;1995-07-14;9997;1995
5263;64;1;1995-07-14;9997;1995
5794;70;1;1995-07-14;9997;1995
1220;1;1;1995-07-15;9996;1995
1568;23;1;1995-07-15;9996;1995
1344;12;0;1995-07-16;9995;1995
8547;14;2;1995-07-17;9994;1995
1135;1;1;1995-07-17;9994;1995
4263;5;1;1995-07-17;9994;1995
3532;73;1;1995-07-18;9993;1995
1251;34;2;1995-07-18;9993;1995
1936;70;1;1995-07-18;9993;1995
2244;46;1;1995-07-19;9992;1995
2310;15;1;1995-07-19;9992;1995
1994;42;1;1995-07-19;9992;1995
720;54;1;1995-07-20;9991;1995
1472;2;1;1995-07-20;9991;1995
2144;55;0;1995-07-21;9990;1995
953;14;1;1995-07-22;9989;1995
4081;11;1;1995-07-22;9989;1995
10018;8;1;1995-07-23;9988;1995
2553;41;1;1995-07-24;9987;1995
2520;18;1;1995-07-25;9986;1995
1252;13;2;1995-07-26;9985;1995
3357;54;1;1995-07-26;9985;1995
6985;38;1;1995-07-27;9984;1995
2957;25;1;1995-07-28;9983;1995
4948;43;1;1995-07-29;9982;1995
1803;24;1;1995-07-29;9982;1995
2577;7;1;1995-07-30;9981;1995
1009;1;2;1995-08-01;9979;1995
2265;65;1;1995-08-03;9977;1995
675;58;1;1995-08-03;9977;1995
5033;54;1;1995-08-03;9977;1995
1971;41;1;1995-08-04;9976;1995
2830;20;1;1995-08-04;9976;1995
1927;42;1;1995-08-04;9976;1995
5118;72;1;1995-08-05;9975;1995
3203;23;1;1995-08-07;9973;1995
3270;30;1;1995-08-08;9972;1995
1520;48;1;1995-08-08;9972;1995
4681;70;1;1995-08-08;9972;1995
3902;1;1;1995-08-08;9972;1995
8327;1;2;1995-08-08;9972;1995
1203;72;1;1995-08-09;9971;1995
2608;19;1;1995-08-09;9971;1995
2206;45;1;1995-08-10;9970;1995
3216;3;1;1995-08-11;9969;1995
1122;13;1;1995-08-12;9968;1995
786;53;1;1995-08-12;9968;1995
3631;1;1;1995-08-13;9967;1995
2514;16;1;1995-08-13;9967;1995
75;1;1;1995-08-13;9967;1995
3679;64;1;1995-08-15;9965;1995
2562;35;1;1995-08-15;9965;1995
2280;68;1;1995-08-17;9963;1995
3896;45;1;1995-08-17;9963;1995
11138;70;2;1995-08-18;9962;1995
5213;1;1;1995-08-18;9962;1995
531;31;1;1995-08-18;9962;1995
6856;43;1;1995-08-19;9961;1995
5024;70;1;1995-08-20;9960;1995
560;36;1;1995-08-20;9960;1995
11382;74;1;1995-08-20;9960;1995
2855;27;1;1995-08-21;9959;1995
2858;56;1;1995-08-22;9958;1995
3763;55;1;1995-08-23;9957;1995
995;64;1;1995-08-23;9957;1995
3315;23;1;1995-08-24;9956;1995
3582;19;1;1995-08-26;9954;1995
420;75;1;1995-08-26;9954;1995
937;43;1;1995-08-26;9954;1995
4258;51;1;1995-08-26;9954;1995
5066;13;2;1995-08-27;9953;1995
2236;73;1;1995-08-27;9953;1995
3995;12;1;1995-08-27;9953;1995
894;46;1;1995-08-27;9953;1995
418;36;1;1995-08-27;9953;1995
3254;36;1;1995-08-27;9953;1995
32;5;1;1995-08-28;9952;1995
213;73;1;1995-08-29;9951;1995
2833;64;1;1995-08-30;9950;1995
3553;70;1;1995-08-30;9950;1995
9052;43;0;1995-08-30;9950;1995
3139;12;1;1995-08-30;9950;1995
1562;1;1;1995-08-30;9950;1995
1961;13;1;1995-08-30;9950;1995
353;24;1;1995-08-30;9950;1995
1640;13;1;1995-09-01;9948;1995
6872;15;1;1995-09-02;9947;1995
532;26;1;1995-09-02;9947;1995
674;49;1;1995-09-02;9947;1995
10365;22;1;1995-09-02;9947;1995
430;54;1;1995-09-02;9947;1995
429;63;1;1995-09-03;9946;1995
3269;37;1;1995-09-03;9946;1995
1810;50;1;1995-09-03;9946;1995
665;8;1;1995-09-03;9946;1995
3855;33;1;1995-09-04;9945;1995
3866;60;1;1995-09-05;9944;1995
3914;33;1;1995-09-05;9944;1995
3807;53;1;1995-09-05;9944;1995
3925;1;1;1995-09-05;9944;1995
219;28;1;1995-09-06;9943;1995
3552;62;1;1995-09-06;9943;1995
7957;51;1;1995-09-07;9942;1995
1149;18;1;1995-09-07;9942;1995
1423;76;1;1995-09-08;9941;1995
2853;54;1;1995-09-08;9941;1995
803;19;1;1995-09-09;9940;1995
2456;65;1;1995-09-09;9940;1995
619;1;2;1995-09-09;9940;1995
301;60;1;1995-09-10;9939;1995
372;55;1;1995-09-10;9939;1995
3492;33;1;1995-09-10;9939;1995
6463;16;1;1995-09-11;9938;1995
3628;70;1;1995-09-12;9937;1995
2358;7;1;1995-09-13;9936;1995
1613;1;1;1995-09-13;9936;1995
2866;43;1;1995-09-13;9936;1995
3010;46;1;1995-09-13;9936;1995
3368;24;1;1995-09-14;9935;1995
5125;1;1;1995-09-14;9935;1995
994;72;1;1995-09-15;9934;1995
1674;1;1;1995-09-15;9934;1995
3234;1;1;1995-09-16;9933;1995
1452;45;1;1995-09-16;9933;1995
9377;1;1;1995-09-17;9932;1995
3758;38;1;1995-09-19;9930;1995
138;22;1;1995-09-19;9930;1995
1376;64;1;1995-09-20;9929;1995
3770;23;1;1995-09-20;9929;1995
11271;5;1;1995-09-20;9929;1995
2353;51;1;1995-09-21;9928;1995
1335;54;1;1995-09-21;9928;1995
2119;74;1;1995-09-21;9928;1995
8;57;1;1995-09-21;9928;1995
1704;70;1;1995-09-22;9927;1995
1660;1;1;1995-09-22;9927;1995
5429;71;1;1995-09-22;9927;1995
3440;22;1;1995-09-22;9927;1995
2148;1;1;1995-09-22;9927;1995
676;39;1;1995-09-22;9927;1995
2731;1;1;1995-09-26;9923;1995
80;43;1;1995-09-27;9922;1995
3417;48;1;1995-09-28;9921;1995
169;4;1;1995-09-28;9921;1995
4047;45;2;1995-09-29;9920;1995
7487;4;1;1995-10-01;9918;1995
992;22;1;1995-10-01;9918;1995
331;65;1;1995-10-02;9917;1995
2835;73;1;1995-10-03;9916;1995
3677;1;1;1995-10-04;9915;1995
2565;74;1;1995-10-04;9915;1995
4190;62;1;1995-10-04;9915;1995
3317;4;1;1995-10-04;9915;1995
1690;16;1;1995-10-07;9912;1995
1448;1;1;1995-10-07;9912;1995
521;9;1;1995-10-08;9911;1995
3132;56;1;1995-10-08;9911;1995
3944;22;1;1995-10-08;9911;1995
1427;17;1;1995-10-08;9911;1995
1742;68;1;1995-10-08;9911;1995
6400;31;0;1995-10-09;9910;1995
3486;64;1;1995-10-09;9910;1995
4473;45;1;1995-10-09;9910;1995
2965;6;1;1995-10-10;9909;1995
2301;22;1;1995-10-10;9909;1995
2674;50;1;1995-10-10;9909;1995
11;76;1;1995-10-10;9909;1995
8533;47;1;1995-10-10;9909;1995
1089;74;1;1995-10-10;9909;1995
5063;43;1;1995-10-11;9908;1995
1257;66;1;1995-10-11;9908;1995
990;17;1;1995-10-11;9908;1995
1581;39;1;1995-10-12;9907;1995
2424;1;1;1995-10-13;9906;1995
917;56;1;1995-10-13;9906;1995
2255;52;1;1995-10-14;9905;1995
11362;67;1;1995-10-14;9905;1995
1796;18;1;1995-10-14;9905;1995
2834;70;1;1995-10-14;9905;1995
8114;59;1;1995-10-14;9905;1995
260;24;1;1995-10-14;9905;1995
1749;64;1;1995-10-14;9905;1995
4650;4;1;1995-10-15;9904;1995
336;62;1;1995-10-16;9903;1995
308;61;1;1995-10-16;9903;1995
319;47;2;1995-10-17;9902;1995
762;76;1;1995-10-18;9901;1995
1142;74;1;1995-10-19;9900;1995
3200;17;0;1995-10-20;9899;1995
3646;63;2;1995-10-20;9899;1995
1206;70;1;1995-10-21;9898;1995
501;13;1;1995-10-21;9898;1995
2235;45;1;1995-10-22;9897;1995
2487;42;1;1995-10-22;9897;1995
10762;1;1;1995-10-23;9896;1995
3131;21;1;1995-10-23;9896;1995
10520;55;0;1995-10-24;9895;1995
2515;64;1;1995-10-24;9895;1995
2727;1;1;1995-10-25;9894;1995
1756;38;1;1995-10-26;9893;1995
2500;61;1;1995-10-26;9893;1995
